dataset,network_seed,row_position,subject_id,item_1,item_2,pair_accuracy,error_proportion,displayed_as_error
2104,2104,11,12,E,G,0.6,0.4,false
2104,2104,11,12,E,H,1,0,false
2104,2104,11,12,F,G,0,1,true
2104,2104,11,12,F,H,1,0,false
2104,2104,11,12,G,H,1,0,false
2104,2104,12,13,A,B,1,0,false
2104,2104,12,13,A,C,0,1,true
2104,2104,12,13,A,D,1,0,false
2104,2104,12,13,A,E,1,0,false
2104,2104,12,13,A,F,1,0,false
2104,2104,12,13,A,G,1,0,false
2104,2104,12,13,A,H,1,0,false
2104,2104,12,13,B,C,0.4,0.6,true
2104,2104,12,13,B,D,1,0,false
2104,2104,12,13,B,E,1,0,false
2104,2104,12,13,B,F,1,0,false
2104,2104,12,13,B,G,1,0,false
2104,2104,12,13,B,H,1,0,false
2104,2104,12,13,C,D,1,0,false
2104,2104,12,13,C,E,1,0,false
2104,2104,12,13,C,F,1,0,false
2104,2104,12,13,C,G,1,0,false
2104,2104,12,13,C,H,1,0,false
2104,2104,12,13,D,E,0.6,0.4,false
2104,2104,12,13,D,F,1,0,false
2104,2104,12,13,D,G,1,0,false
2104,2104,12,13,D,H,1,0,false
2104,2104,12,13,E,F,1,0,false
2104,2104,12,13,E,G,0.8,0.2,false
2104,2104,12,13,E,H,1,0,false
2104,2104,12,13,F,G,0,1,true
2104,2104,12,13,F,H,0.9,0.1,false
2104,2104,12,13,G,H,1,0,false
2104,2104,13,14,A,B,1,0,false
2104,2104,13,14,A,C,1,0,false
2104,2104,13,14,A,D,1,0,false
2104,2104,13,14,A,E,1,0,false
2104,2104,13,14,A,F,1,0,false
2104,2104,13,14,A,G,1,0,false
2104,2104,13,14,A,H,1,0,false
2104,2104,13,14,B,C,0.9,0.1,false
2104,2104,13,14,B,D,0.8,0.2,false
2104,2104,13,14,B,E,1,0,false
2104,2104,13,14,B,F,1,0,false
2104,2104,13,14,B,G,1,0,false
2104,2104,13,14,B,H,1,0,false
2104,2104,13,14,C,D,0.1,0.9,true
2104,2104,13,14,C,E,0.7,0.3,false
2104,2104,13,14,C,F,1,0,false
2104,2104,13,14,C,G,1,0,false
2104,2104,13,14,C,H,1,0,false
2104,2104,13,14,D,E,1,0,false
2104,2104,13,14,D,F,1,0,false
2104,2104,13,14,D,G,1,0,false
2104,2104,13,14,D,H,1,0,false
2104,2104,13,14,E,F,0.8,0.2,false
2104,2104,13,14,E,G,1,0,false
2104,2104,13,14,E,H,1,0,false
2104,2104,13,14,F,G,1,0,false
2104,2104,13,14,F,H,1,0,false
2104,2104,13,14,G,H,1,0,false
2104,2104,14,15,A,B,1,0,false
2104,2104,14,15,A,C,1,0,false
2104,2104,14,15,A,D,1,0,false
2104,2104,14,15,A,E,1,0,false
2104,2104,14,15,A,F,1,0,false
2104,2104,14,15,A,G,1,0,false
2104,2104,14,15,A,H,1,0,false
2104,2104,14,15,B,C,0.9,0.1,false
2104,2104,14,15,B,D,0.8,0.2,false
2104,2104,14,15,B,E,1,0,false
2104,2104,14,15,B,F,1,0,false
2104,2104,14,15,B,G,1,0,false
2104,2104,14,15,B,H,1,0,false
2104,2104,14,15,C,D,0.5,0.5,true
2104,2104,14,15,C,E,1,0,false
2104,2104,14,15,C,F,1,0,false
2104,2104,14,15,C,G,1,0,false
2104,2104,14,15,C,H,1,0,false
2104,2104,14,15,D,E,1,0,false
2104,2104,14,15,D,F,1,0,false
2104,2104,14,15,D,G,1,0,false
2104,2104,14,15,D,H,1,0,false
2104,2104,14,15,E,F,0,1,true
2104,2104,14,15,E,G,1,0,false
2104,2104,14,15,E,H,1,0,false
2104,2104,14,15,F,G,1,0,false
2104,2104,14,15,F,H,1,0,false
2104,2104,14,15,G,H,1,0,false
2104,2104,15,16,A,B,1,0,false
2104,2104,15,16,A,C,1,0,false
2104,2104,15,16,A,D,1,0,false
2104,2104,15,16,A,E,1,0,false
2104,2104,15,16,A,F,1,0,false
2104,2104,15,16,A,G,1,0,false
2104,2104,15,16,A,H,1,0,false
2104,2104,15,16,B,C,1,0,false
2104,2104,15,16,B,D,1,0,false
2104,2104,15,16,B,E,1,0,false
2104,2104,15,16,B,F,1,0,false
2104,2104,15,16,B,G,1,0,false
2104,2104,15,16,B,H,1,0,false
2104,2104,15,16,C,D,0.3,0.7,true
2104,2104,15,16,C,E,0,1,true
2104,2104,15,16,C,F,1,0,false
2104,2104,15,16,C,G,1,0,false
2104,2104,15,16,C,H,1,0,false
2104,2104,15,16,D,E,0,1,true
2104,2104,15,16,D,F,1,0,false
2104,2104,15,16,D,G,1,0,false
2104,2104,15,16,D,H,1,0,false
2104,2104,15,16,E,F,1,0,false
2104,2104,15,16,E,G,1,0,false
2104,2104,15,16,E,H,1,0,false
2104,2104,15,16,F,G,0.8,0.2,false
2104,2104,15,16,F,H,0.8,0.2,false
2104,2104,15,16,G,H,0.8,0.2,false
2104,2104,16,17,A,B,0,1,true
2104,2104,16,17,A,C,0.5,0.5,true
2104,2104,16,17,A,D,0,1,true
2104,2104,16,17,A,E,0,1,true
2104,2104,16,17,A,F,0.8,0.2,false
2104,2104,16,17,A,G,0.7,0.3,false
2104,2104,16,17,A,H,1,0,false
2104,2104,16,17,B,C,1,0,false
2104,2104,16,17,B,D,0,1,true
2104,2104,16,17,B,E,0,1,true
2104,2104,16,17,B,F,1,0,false
2104,2104,16,17,B,G,1,0,false
2104,2104,16,17,B,H,1,0,false
2104,2104,16,17,C,D,0,1,true
2104,2104,16,17,C,E,0,1,true
2104,2104,16,17,C,F,0.7,0.3,false
2104,2104,16,17,C,G,1,0,false
2104,2104,16,17,C,H,0.8,0.2,false
2104,2104,16,17,D,E,0.8,0.2,false
2104,2104,16,17,D,F,1,0,false
2104,2104,16,17,D,G,1,0,false
2104,2104,16,17,D,H,1,0,false
2104,2104,16,17,E,F,1,0,false
2104,2104,16,17,E,G,1,0,false
2104,2104,16,17,E,H,1,0,false
2104,2104,16,17,F,G,0.5,0.5,true
2104,2104,16,17,F,H,0.7,0.3,false
2104,2104,16,17,G,H,0.6,0.4,false
2104,2104,17,18,A,B,1,0,false
2104,2104,17,18,A,C,1,0,false
2104,2104,17,18,A,D,1,0,false
2104,2104,17,18,A,E,1,0,false
2104,2104,17,18,A,F,1,0,false
2104,2104,17,18,A,G,1,0,false
2104,2104,17,18,A,H,1,0,false
2104,2104,17,18,B,C,1,0,false
2104,2104,17,18,B,D,1,0,false
2104,2104,17,18,B,E,1,0,false
2104,2104,17,18,B,F,1,0,false
2104,2104,17,18,B,G,1,0,false
2104,2104,17,18,B,H,1,0,false
2104,2104,17,18,C,D,0.2,0.8,true
2104,2104,17,18,C,E,1,0,false
2104,2104,17,18,C,F,1,0,false
2104,2104,17,18,C,G,1,0,false
2104,2104,17,18,C,H,1,0,false
2104,2104,17,18,D,E,1,0,false
2104,2104,17,18,D,F,1,0,false
2104,2104,17,18,D,G,1,0,false
2104,2104,17,18,D,H,1,0,false
2104,2104,17,18,E,F,0.9,0.1,false
2104,2104,17,18,E,G,1,0,false
2104,2104,17,18,E,H,1,0,false
2104,2104,17,18,F,G,1,0,false
2104,2104,17,18,F,H,1,0,false
2104,2104,17,18,G,H,0.1,0.9,true
2104,2104,18,19,A,B,0,1,true
2104,2104,18,19,A,C,0,1,true
2104,2104,18,19,A,D,0,1,true
2104,2104,18,19,A,E,0,1,true
2104,2104,18,19,A,F,0.7,0.3,false
2104,2104,18,19,A,G,0.8,0.2,false
2104,2104,18,19,A,H,0.9,0.1,false
2104,2104,18,19,B,C,0.7,0.3,false
2104,2104,18,19,B,D,1,0,false
2104,2104,18,19,B,E,1,0,false
2104,2104,18,19,B,F,1,0,false
2104,2104,18,19,B,G,1,0,false
2104,2104,18,19,B,H,1,0,false
2104,2104,18,19,C,D,0.9,0.1,false
2104,2104,18,19,C,E,1,0,false
2104,2104,18,19,C,F,1,0,false
2104,2104,18,19,C,G,1,0,false
2104,2104,18,19,C,H,1,0,false
2104,2104,18,19,D,E,0.9,0.1,false
2104,2104,18,19,D,F,1,0,false
2104,2104,18,19,D,G,1,0,false
2104,2104,18,19,D,H,1,0,false
2104,2104,18,19,E,F,1,0,false
2104,2104,18,19,E,G,1,0,false
2104,2104,18,19,E,H,1,0,false
2104,2104,18,19,F,G,1,0,false
2104,2104,18,19,F,H,0.9,0.1,false
2104,2104,18,19,G,H,0,1,true
2104,2104,19,20,A,B,1,0,false
2104,2104,19,20,A,C,1,0,false
2104,2104,19,20,A,D,1,0,false
2104,2104,19,20,A,E,1,0,false
2104,2104,19,20,A,F,1,0,false
2104,2104,19,20,A,G,1,0,false
2104,2104,19,20,A,H,1,0,false
2104,2104,19,20,B,C,0.5,0.5,true
2104,2104,19,20,B,D,0.5,0.5,true
2104,2104,19,20,B,E,0.8,0.2,false
2104,2104,19,20,B,F,0.7,0.3,false
2104,2104,19,20,B,G,1,0,false
2104,2104,19,20,B,H,1,0,false
2104,2104,19,20,C,D,1,0,false
2104,2104,19,20,C,E,0.8,0.2,false
2104,2104,19,20,C,F,1,0,false
2104,2104,19,20,C,G,1,0,false
2104,2104,19,20,C,H,1,0,false
2104,2104,19,20,D,E,0.2,0.8,true
2104,2104,19,20,D,F,1,0,false
2104,2104,19,20,D,G,1,0,false
2104,2104,19,20,D,H,1,0,false
2104,2104,19,20,E,F,0.7,0.3,false
2104,2104,19,20,E,G,1,0,false
2104,2104,19,20,E,H,1,0,false
2104,2104,19,20,F,G,1,0,false
2104,2104,19,20,F,H,1,0,false
2104,2104,19,20,G,H,0.9,0.1,false
2104,2104,20,21,A,B,1,0,false
2104,2104,20,21,A,C,1,0,false
2104,2104,20,21,A,D,1,0,false
2104,2104,20,21,A,E,1,0,false
2104,2104,20,21,A,F,1,0,false
2104,2104,20,21,A,G,1,0,false
2104,2104,20,21,A,H,1,0,false
2104,2104,20,21,B,C,1,0,false
2104,2104,20,21,B,D,1,0,false
2104,2104,20,21,B,E,1,0,false
2104,2104,20,21,B,F,1,0,false
2104,2104,20,21,B,G,1,0,false
2104,2104,20,21,B,H,1,0,false
2104,2104,20,21,C,D,0.5,0.5,true
2104,2104,20,21,C,E,1,0,false
2104,2104,20,21,C,F,1,0,false
2104,2104,20,21,C,G,1,0,false
2104,2104,20,21,C,H,1,0,false
2104,2104,20,21,D,E,1,0,false
2104,2104,20,21,D,F,1,0,false
2104,2104,20,21,D,G,1,0,false
2104,2104,20,21,D,H,1,0,false
2104,2104,20,21,E,F,0.9,0.1,false
2104,2104,20,21,E,G,0.9,0.1,false
2104,2104,20,21,E,H,1,0,false
2104,2104,20,21,F,G,0.4,0.6,true
2104,2104,20,21,F,H,1,0,false
2104,2104,20,21,G,H,1,0,false
2104,2104,21,22,A,B,1,0,false
2104,2104,21,22,A,C,0.9,0.1,false
2104,2104,21,22,A,D,0.6,0.4,false
2104,2104,21,22,A,E,1,0,false
2104,2104,21,22,A,F,1,0,false
2104,2104,21,22,A,G,1,0,false
2104,2104,21,22,A,H,1,0,false
2104,2104,21,22,B,C,0.3,0.7,true
2104,2104,21,22,B,D,0.1,0.9,true
2104,2104,21,22,B,E,1,0,false
2104,2104,21,22,B,F,0.2,0.8,true
2104,2104,21,22,B,G,0.1,0.9,true
2104,2104,21,22,B,H,1,0,false
2104,2104,21,22,C,D,0.1,0.9,true
2104,2104,21,22,C,E,1,0,false
2104,2104,21,22,C,F,0.4,0.6,true
2104,2104,21,22,C,G,0.5,0.5,true
2104,2104,21,22,C,H,1,0,false
2104,2104,21,22,D,E,1,0,false
2104,2104,21,22,D,F,1,0,false
2104,2104,21,22,D,G,0.9,0.1,false
2104,2104,21,22,D,H,1,0,false
2104,2104,21,22,E,F,0,1,true
2104,2104,21,22,E,G,0,1,true
2104,2104,21,22,E,H,1,0,false
2104,2104,21,22,F,G,1,0,false
2104,2104,21,22,F,H,1,0,false
2104,2104,21,22,G,H,1,0,false
2104,2104,22,24,A,B,0.8,0.2,false
2104,2104,22,24,A,C,1,0,false
2104,2104,22,24,A,D,1,0,false
2104,2104,22,24,A,E,1,0,false
2104,2104,22,24,A,F,1,0,false
2104,2104,22,24,A,G,1,0,false
2104,2104,22,24,A,H,1,0,false
2104,2104,22,24,B,C,0.7,0.3,false
2104,2104,22,24,B,D,1,0,false
2104,2104,22,24,B,E,1,0,false
2104,2104,22,24,B,F,1,0,false
2104,2104,22,24,B,G,1,0,false
2104,2104,22,24,B,H,1,0,false
2104,2104,22,24,C,D,1,0,false
2104,2104,22,24,C,E,1,0,false
2104,2104,22,24,C,F,1,0,false
2104,2104,22,24,C,G,1,0,false
2104,2104,22,24,C,H,1,0,false
2104,2104,22,24,D,E,0,1,true
2104,2104,22,24,D,F,1,0,false
2104,2104,22,24,D,G,1,0,false
2104,2104,22,24,D,H,1,0,false
2104,2104,22,24,E,F,1,0,false
2104,2104,22,24,E,G,1,0,false
2104,2104,22,24,E,H,1,0,false
2104,2104,22,24,F,G,0,1,true
2104,2104,22,24,F,H,0,1,true
2104,2104,22,24,G,H,0.4,0.6,true
2104,2104,23,26,A,B,0.4,0.6,true
2104,2104,23,26,A,C,1,0,false
2104,2104,23,26,A,D,1,0,false
2104,2104,23,26,A,E,1,0,false
2104,2104,23,26,A,F,1,0,false
2104,2104,23,26,A,G,1,0,false
2104,2104,23,26,A,H,1,0,false
2104,2104,23,26,B,C,1,0,false
2104,2104,23,26,B,D,1,0,false
2104,2104,23,26,B,E,1,0,false
2104,2104,23,26,B,F,1,0,false
2104,2104,23,26,B,G,1,0,false
2104,2104,23,26,B,H,1,0,false
2104,2104,23,26,C,D,1,0,false
2104,2104,23,26,C,E,1,0,false
2104,2104,23,26,C,F,1,0,false
2104,2104,23,26,C,G,1,0,false
2104,2104,23,26,C,H,1,0,false
2104,2104,23,26,D,E,0.6,0.4,false
2104,2104,23,26,D,F,1,0,false
2104,2104,23,26,D,G,1,0,false
2104,2104,23,26,D,H,1,0,false
2104,2104,23,26,E,F,1,0,false
2104,2104,23,26,E,G,1,0,false
2104,2104,23,26,E,H,1,0,false
2104,2104,23,26,F,G,0.5,0.5,true
2104,2104,23,26,F,H,1,0,false
2104,2104,23,26,G,H,1,0,false
2104,2104,24,27,A,B,1,0,false
2104,2104,24,27,A,C,1,0,false
2104,2104,24,27,A,D,1,0,false
2104,2104,24,27,A,E,1,0,false
2104,2104,24,27,A,F,1,0,false
2104,2104,24,27,A,G,1,0,false
2104,2104,24,27,A,H,1,0,false
2104,2104,24,27,B,C,0.2,0.8,true
2104,2104,24,27,B,D,0.1,0.9,true
2104,2104,24,27,B,E,1,0,false
2104,2104,24,27,B,F,0.9,0.1,false
2104,2104,24,27,B,G,1,0,false
2104,2104,24,27,B,H,1,0,false
2104,2104,24,27,C,D,0,1,true
2104,2104,24,27,C,E,1,0,false
2104,2104,24,27,C,F,1,0,false
2104,2104,24,27,C,G,1,0,false
2104,2104,24,27,C,H,1,0,false
2104,2104,24,27,D,E,1,0,false
2104,2104,24,27,D,F,1,0,false
2104,2104,24,27,D,G,1,0,false
2104,2104,24,27,D,H,1,0,false
2104,2104,24,27,E,F,0,1,true
2104,2104,24,27,E,G,0.5,0.5,true
2104,2104,24,27,E,H,1,0,false
2104,2104,24,27,F,G,1,0,false
2104,2104,24,27,F,H,1,0,false
2104,2104,24,27,G,H,1,0,false
2104,2104,25,28,A,B,1,0,false
2104,2104,25,28,A,C,1,0,false
2104,2104,25,28,A,D,0.7,0.3,false
2104,2104,25,28,A,E,1,0,false
2104,2104,25,28,A,F,1,0,false
2104,2104,25,28,A,G,1,0,false
2104,2104,25,28,A,H,1,0,false
2104,2104,25,28,B,C,1,0,false
2104,2104,25,28,B,D,0,1,true
2104,2104,25,28,B,E,1,0,false
2104,2104,25,28,B,F,0.6,0.4,false
2104,2104,25,28,B,G,1,0,false
2104,2104,25,28,B,H,1,0,false
2104,2104,25,28,C,D,0,1,true
2104,2104,25,28,C,E,0.5,0.5,true
2104,2104,25,28,C,F,0,1,true
2104,2104,25,28,C,G,0.9,0.1,false
2104,2104,25,28,C,H,1,0,false
2104,2104,25,28,D,E,1,0,false
2104,2104,25,28,D,F,1,0,false
2104,2104,25,28,D,G,1,0,false
2104,2104,25,28,D,H,1,0,false
2104,2104,25,28,E,F,0.2,0.8,true
2104,2104,25,28,E,G,0.5,0.5,true
2104,2104,25,28,E,H,1,0,false
2104,2104,25,28,F,G,0.9,0.1,false
2104,2104,25,28,F,H,1,0,false
2104,2104,25,28,G,H,1,0,false
2104,2104,26,29,A,B,0,1,true
2104,2104,26,29,A,C,0.3,0.7,true
2104,2104,26,29,A,D,0.6,0.4,false
2104,2104,26,29,A,E,0.5,0.5,true
2104,2104,26,29,A,F,1,0,false
2104,2104,26,29,A,G,1,0,false
2104,2104,26,29,A,H,0.9,0.1,false
2104,2104,26,29,B,C,1,0,false
2104,2104,26,29,B,D,1,0,false
2104,2104,26,29,B,E,1,0,false
2104,2104,26,29,B,F,1,0,false
2104,2104,26,29,B,G,1,0,false
2104,2104,26,29,B,H,1,0,false
2104,2104,26,29,C,D,0.6,0.4,false
2104,2104,26,29,C,E,0.9,0.1,false
2104,2104,26,29,C,F,1,0,false
2104,2104,26,29,C,G,1,0,false
2104,2104,26,29,C,H,0.9,0.1,false
2104,2104,26,29,D,E,0.8,0.2,false
2104,2104,26,29,D,F,1,0,false
2104,2104,26,29,D,G,1,0,false
2104,2104,26,29,D,H,1,0,false
2104,2104,26,29,E,F,1,0,false
2104,2104,26,29,E,G,1,0,false
2104,2104,26,29,E,H,1,0,false
2104,2104,26,29,F,G,0.1,0.9,true
2104,2104,26,29,F,H,0,1,true
2104,2104,26,29,G,H,0.2,0.8,true
2104,2104,27,30,A,B,1,0,false
2104,2104,27,30,A,C,1,0,false
2104,2104,27,30,A,D,1,0,false
2104,2104,27,30,A,E,1,0,false
2104,2104,27,30,A,F,1,0,false
2104,2104,27,30,A,G,1,0,false
2104,2104,27,30,A,H,1,0,false
2104,2104,27,30,B,C,0.9,0.1,false
2104,2104,27,30,B,D,1,0,false
2104,2104,27,30,B,E,1,0,false
2104,2104,27,30,B,F,1,0,false
2104,2104,27,30,B,G,1,0,false
2104,2104,27,30,B,H,1,0,false
2104,2104,27,30,C,D,0.7,0.3,false
2104,2104,27,30,C,E,1,0,false
2104,2104,27,30,C,F,0.8,0.2,false
2104,2104,27,30,C,G,1,0,false
2104,2104,27,30,C,H,1,0,false
2104,2104,27,30,D,E,1,0,false
2104,2104,27,30,D,F,0.7,0.3,false
2104,2104,27,30,D,G,1,0,false
2104,2104,27,30,D,H,1,0,false
2104,2104,27,30,E,F,0,1,true
2104,2104,27,30,E,G,0.6,0.4,false
2104,2104,27,30,E,H,0.1,0.9,true
2104,2104,27,30,F,G,1,0,false
2104,2104,27,30,F,H,1,0,false
2104,2104,27,30,G,H,0.1,0.9,true
2104,2104,28,31,A,B,1,0,false
2104,2104,28,31,A,C,1,0,false
2104,2104,28,31,A,D,1,0,false
2104,2104,28,31,A,E,1,0,false
2104,2104,28,31,A,F,1,0,false
2104,2104,28,31,A,G,1,0,false
2104,2104,28,31,A,H,1,0,false
2104,2104,28,31,B,C,0.3,0.7,true
2104,2104,28,31,B,D,1,0,false
2104,2104,28,31,B,E,1,0,false
2104,2104,28,31,B,F,1,0,false
2104,2104,28,31,B,G,1,0,false
2104,2104,28,31,B,H,1,0,false
2104,2104,28,31,C,D,1,0,false
2104,2104,28,31,C,E,1,0,false
2104,2104,28,31,C,F,1,0,false
2104,2104,28,31,C,G,1,0,false
2104,2104,28,31,C,H,1,0,false
2104,2104,28,31,D,E,0.5,0.5,true
2104,2104,28,31,D,F,0.4,0.6,true
2104,2104,28,31,D,G,1,0,false
2104,2104,28,31,D,H,1,0,false
2104,2104,28,31,E,F,0.8,0.2,false
2104,2104,28,31,E,G,1,0,false
2104,2104,28,31,E,H,1,0,false
2104,2104,28,31,F,G,0.9,0.1,false
2104,2104,28,31,F,H,1,0,false
2104,2104,28,31,G,H,1,0,false
2104,2104,29,32,A,B,0.8,0.2,false
2104,2104,29,32,A,C,0.9,0.1,false
2104,2104,29,32,A,D,0.5,0.5,true
2104,2104,29,32,A,E,1,0,false
2104,2104,29,32,A,F,0.9,0.1,false
2104,2104,29,32,A,G,1,0,false
2104,2104,29,32,A,H,1,0,false
2104,2104,29,32,B,C,0.4,0.6,true
2104,2104,29,32,B,D,0.5,0.5,true
2104,2104,29,32,B,E,0.9,0.1,false
2104,2104,29,32,B,F,0.1,0.9,true
2104,2104,29,32,B,G,1,0,false
2104,2104,29,32,B,H,1,0,false
2104,2104,29,32,C,D,0.7,0.3,false
2104,2104,29,32,C,E,0.8,0.2,false
2104,2104,29,32,C,F,0.5,0.5,true
2104,2104,29,32,C,G,1,0,false
2104,2104,29,32,C,H,1,0,false
2104,2104,29,32,D,E,0.9,0.1,false
2104,2104,29,32,D,F,0.3,0.7,true
2104,2104,29,32,D,G,1,0,false
2104,2104,29,32,D,H,1,0,false
2104,2104,29,32,E,F,0.3,0.7,true
2104,2104,29,32,E,G,1,0,false
2104,2104,29,32,E,H,1,0,false
2104,2104,29,32,F,G,1,0,false
2104,2104,29,32,F,H,1,0,false
2104,2104,29,32,G,H,0.7,0.3,false
2104,2104,30,33,A,B,0.8,0.2,false
2104,2104,30,33,A,C,0.9,0.1,false
2104,2104,30,33,A,D,1,0,false
2104,2104,30,33,A,E,1,0,false
2104,2104,30,33,A,F,1,0,false
2104,2104,30,33,A,G,1,0,false
2104,2104,30,33,A,H,1,0,false
2104,2104,30,33,B,C,0.5,0.5,true
2104,2104,30,33,B,D,1,0,false
2104,2104,30,33,B,E,1,0,false
2104,2104,30,33,B,F,1,0,false
2104,2104,30,33,B,G,1,0,false
2104,2104,30,33,B,H,0.8,0.2,false
2104,2104,30,33,C,D,1,0,false
2104,2104,30,33,C,E,1,0,false
2104,2104,30,33,C,F,1,0,false
2104,2104,30,33,C,G,1,0,false
2104,2104,30,33,C,H,0.5,0.5,true
2104,2104,30,33,D,E,0,1,true
2104,2104,30,33,D,F,1,0,false
2104,2104,30,33,D,G,1,0,false
2104,2104,30,33,D,H,0,1,true
2104,2104,30,33,E,F,1,0,false
2104,2104,30,33,E,G,1,0,false
2104,2104,30,33,E,H,0.1,0.9,true
2104,2104,30,33,F,G,0,1,true
2104,2104,30,33,F,H,0,1,true
2104,2104,30,33,G,H,0,1,true
2104,2104,31,34,A,B,0.4,0.6,true
2104,2104,31,34,A,C,0.7,0.3,false
2104,2104,31,34,A,D,1,0,false
2104,2104,31,34,A,E,0,1,true
2104,2104,31,34,A,F,1,0,false
2104,2104,31,34,A,G,1,0,false
2104,2104,31,34,A,H,0.9,0.1,false
2104,2104,31,34,B,C,1,0,false
2104,2104,31,34,B,D,1,0,false
2104,2104,31,34,B,E,0.1,0.9,true
2104,2104,31,34,B,F,1,0,false
2104,2104,31,34,B,G,1,0,false
2104,2104,31,34,B,H,1,0,false
2104,2104,31,34,C,D,0.5,0.5,true
2104,2104,31,34,C,E,0,1,true
2104,2104,31,34,C,F,1,0,false
2104,2104,31,34,C,G,1,0,false
2104,2104,31,34,C,H,1,0,false
2104,2104,31,34,D,E,0,1,true
2104,2104,31,34,D,F,1,0,false
2104,2104,31,34,D,G,1,0,false
2104,2104,31,34,D,H,1,0,false
2104,2104,31,34,E,F,1,0,false
2104,2104,31,34,E,G,1,0,false
2104,2104,31,34,E,H,1,0,false
2104,2104,31,34,F,G,0.4,0.6,true
2104,2104,31,34,F,H,0,1,true
2104,2104,31,34,G,H,0,1,true
2104,2104,32,36,A,B,0.6,0.4,false
2104,2104,32,36,A,C,1,0,false
2104,2104,32,36,A,D,0.8,0.2,false
2104,2104,32,36,A,E,1,0,false
2104,2104,32,36,A,F,1,0,false
2104,2104,32,36,A,G,1,0,false
2104,2104,32,36,A,H,1,0,false
2104,2104,32,36,B,C,1,0,false
2104,2104,32,36,B,D,0.2,0.8,true
2104,2104,32,36,B,E,1,0,false
2104,2104,32,36,B,F,1,0,false
2104,2104,32,36,B,G,1,0,false
2104,2104,32,36,B,H,1,0,false
2104,2104,32,36,C,D,0,1,true
2104,2104,32,36,C,E,0.9,0.1,false
2104,2104,32,36,C,F,0.1,0.9,true
2104,2104,32,36,C,G,0.9,0.1,false
2104,2104,32,36,C,H,1,0,false
2104,2104,32,36,D,E,1,0,false
2104,2104,32,36,D,F,1,0,false
2104,2104,32,36,D,G,1,0,false
2104,2104,32,36,D,H,1,0,false
2104,2104,32,36,E,F,0.1,0.9,true
2104,2104,32,36,E,G,0.8,0.2,false
2104,2104,32,36,E,H,1,0,false
2104,2104,32,36,F,G,1,0,false
2104,2104,32,36,F,H,1,0,false
2104,2104,32,36,G,H,1,0,false
2104,2104,33,37,A,B,0.4,0.6,true
2104,2104,33,37,A,C,1,0,false
2104,2104,33,37,A,D,0.9,0.1,false
2104,2104,33,37,A,E,1,0,false
2104,2104,33,37,A,F,1,0,false
2104,2104,33,37,A,G,1,0,false
2104,2104,33,37,A,H,1,0,false
2104,2104,33,37,B,C,1,0,false
2104,2104,33,37,B,D,1,0,false
2104,2104,33,37,B,E,1,0,false
2104,2104,33,37,B,F,1,0,false
2104,2104,33,37,B,G,1,0,false
2104,2104,33,37,B,H,1,0,false
2104,2104,33,37,C,D,0.1,0.9,true
2104,2104,33,37,C,E,1,0,false
2104,2104,33,37,C,F,0.9,0.1,false
2104,2104,33,37,C,G,1,0,false
2104,2104,33,37,C,H,1,0,false
2104,2104,33,37,D,E,1,0,false
2104,2104,33,37,D,F,1,0,false
2104,2104,33,37,D,G,1,0,false
2104,2104,33,37,D,H,1,0,false
2104,2104,33,37,E,F,0,1,true
2104,2104,33,37,E,G,1,0,false
2104,2104,33,37,E,H,1,0,false
2104,2104,33,37,F,G,1,0,false
2104,2104,33,37,F,H,1,0,false
2104,2104,33,37,G,H,0.3,0.7,true
2104,2104,34,38,A,B,0.6,0.4,false
2104,2104,34,38,A,C,1,0,false
2104,2104,34,38,A,D,1,0,false
2104,2104,34,38,A,E,0.9,0.1,false
2104,2104,34,38,A,F,1,0,false
2104,2104,34,38,A,G,1,0,false
2104,2104,34,38,A,H,1,0,false
2104,2104,34,38,B,C,0.9,0.1,false
2104,2104,34,38,B,D,1,0,false
2104,2104,34,38,B,E,1,0,false
2104,2104,34,38,B,F,1,0,false
2104,2104,34,38,B,G,1,0,false
2104,2104,34,38,B,H,1,0,false
2104,2104,34,38,C,D,0.8,0.2,false
2104,2104,34,38,C,E,0.2,0.8,true
2104,2104,34,38,C,F,1,0,false
2104,2104,34,38,C,G,0.9,0.1,false
2104,2104,34,38,C,H,1,0,false
2104,2104,34,38,D,E,0,1,true
2104,2104,34,38,D,F,1,0,false
2104,2104,34,38,D,G,0.7,0.3,false
2104,2104,34,38,D,H,0.8,0.2,false
2104,2104,34,38,E,F,1,0,false
2104,2104,34,38,E,G,1,0,false
2104,2104,34,38,E,H,1,0,false
2104,2104,34,38,F,G,0,1,true
2104,2104,34,38,F,H,0,1,true
2104,2104,34,38,G,H,0.6,0.4,false
2104,2104,35,40,A,B,0,1,true
2104,2104,35,40,A,C,0,1,true
2104,2104,35,40,A,D,0.1,0.9,true
2104,2104,35,40,A,E,0,1,true
2104,2104,35,40,A,F,1,0,false
2104,2104,35,40,A,G,1,0,false
2104,2104,35,40,A,H,0.9,0.1,false
2104,2104,35,40,B,C,0.3,0.7,true
2104,2104,35,40,B,D,1,0,false
2104,2104,35,40,B,E,0.6,0.4,false
2104,2104,35,40,B,F,1,0,false
2104,2104,35,40,B,G,1,0,false
2104,2104,35,40,B,H,1,0,false
2104,2104,35,40,C,D,1,0,false
2104,2104,35,40,C,E,0.4,0.6,true
2104,2104,35,40,C,F,1,0,false
2104,2104,35,40,C,G,1,0,false
2104,2104,35,40,C,H,1,0,false
